chapter,hiragana,kanji,english
44,かわきます,乾きます,dry
44,ぬれます,濡れます,get wet
44,すべります,滑べります,slip
44,おきます［じこが～］,起きます［事故が～］,[an accident] happen
44,ちょうせつします,調節します,adjust
44,あんぜん［な］,安全［な］,safe
44,ていねい［な］,丁寧［な］,"polite, courteous, careful"
44,こい,濃い,"strong (taste), dark (color)"
44,うすい,薄い,"weak (taste), light (color)"
44,くうき,空気,air
44,なみだ,涙,tear
44,わしょく,和食,Japanise dish
44,ようしょく,洋食,Western dish
44,おかず,,side dish
44,りょう,量,quantity
44,ーばい,ー倍,ーtimes
44,はんぶん,半分,half
44,ツイン,,twin-bedded room
44,たんす,箪笥,"chest of drawers, bureau"
44,せんたくもの,洗濯物,washing laundry
44,りゆう,理由,reason
44,どうなさいますか。,,What can I do for you?
44,カット,,haircut
44,シャンプー,,shampoo
44,ショート,,short
44,これでよろしいでしょうか。,これで宜しいでしょうか。,Would this be all right?
44,いやがります,嫌がります,dislike
44,じゅんじょ,順序,"order, sequence"
44,ひょうげん,表現,expression
44,たとえば,例えば,for example
44,わかれます,別れます,"part, separate"
44,えんぎがわるい,縁起が悪い,"unlucky, ill-omened"
45,あやまります,謝ります,apologize
45,あいます［じこに～］,あいます［事故に～］,encounter [an accident]
45,しんじます,信じます,"believe, trust"
45,よういします,用意します,prepare
45,キャンセルします,,cancel
45,うまくいきます,,go well
45,ほしょうしょ,保証書,guarantee
45,りょうしゅうしょ,領収書,receipt
45,おくりもの,贈り物,"gift, present (～をします： give a present)"
45,まちがいでんわ,まちがい電話,wrong (telephone) number
45,かかり,係,person in charge
45,ちゅうし,中止,"calling off, cancelling, suspension"
45,てん,点,"point, score"
45,レバー,,lever
45,ちゃんと,,"regularly, properly"
45,きゅうに,急に,suddenly
45,たのしみにしています,楽しみにしています,"be looking forward to, be expecting"
45,いじょうです。,以上です。,That's all.
45,コース,,course
45,スタート,,start
45,ーい,ー位,ーth ranking
45,ゆうしょうします,優勝します,win the championship
45,なやみ,悩み,"trouble, worry"
45,めざまし［とけい］,目覚まし［時計］,alarm clock
45,ねむります,眠ります,sleep
45,めがさめます,目が覚めます,wake up
45,だいがくせい,大学生,university student
45,なります,鳴ります,ring
45,セットします,,set
45,それでも,,"nevertheless, for all that"
46,やきます,焼きます,"bake, grill, roast"
46,わたします,渡します,hand over
46,かえってきます,帰って来きます,come back
46,でます［バスが～］,出ます［バスが～］,"[a bus] leave, depart"
46,たくはいびん,宅配便,delivery service
46,げんいん,原因,cause
46,ちゅうしゃ,注射,injection
46,しょくよく,食欲,appetite
46,パンフレット,,pamphlet
46,ステレオ,,stereo
46,こちら,,"my plyce, my side"
46,～のところ,～の所,the place around〜
46,ちょうど,,"just, exactly"
46,いまいいでしょうか,今いいでしょうか,May I bother you
46,ガスレンジ,,"gas range, gas cooker"
46,ぐあい,具合,condition
46,どちらさまでしょうか。,どちら様でしょうか。Who,"is this, please?"
46,むかいます,向かいます,head for
46,おまたせしました。,お待たせしました。,Sorry to have kept you waiting.
46,ちしき,知識,knowledge
46,ほうこ,宝庫,treasury
46,システム,,system
46,たとえば,例えば,for example
46,キーワード,,key word
46,にゅうりょくします,入力します,input
46,びょう,秒,second
46,でます［ほんが～］,出ます［本が～］,[a book] be published
47,ながいきします,長生きします,live long
47,ひどい,,"terrible, severe, cruel"
47,こわい,怖い,"frightening, horrible"
47,てんきよほう,天気予報,weather forecast
47,はっぴょう,発表,"announcement, presentation"
47,じっけん,実験,experiment
47,じんこう,人口,population
47,かがく,科学,science
47,いがく,医学,"medicine, medical science"
47,ぶんがく,文学,literature
47,パトカー,,patrol car
47,きゅうきゅうしゃ,救急車,ambulance
47,さんせい,賛成,"approval, agreement"
47,はんたい,反対,"objection, opposition"
47,だんせい,男性,male. man
47,どうも,,it appears that (used when making a tentative judgement)
47,こいびと,恋人,"sweatheart, boyfriend, girlfriend"
47,こんやくします,婚約する,get engaged
47,あいて,相手,the other person
47,しりあいます,知り合います,get acquainted
47,へいきんじゅみょう,平均寿命,average life span
47,はかせ,博士,doctor
47,のう,脳,brain
47,ホルモン,,hormone
47,けしょうひん,化粧品,cosmetics
47,けしょう,化粧,makeup (～をします：put on makeup)
48,おろします,,"put down, lower"
48,とどけます,届けます,"deliver, report"
48,せわをします,世話をします,take care of 〜
48,いや［な］,嫌［な］,"unwilling, reluctant"
48,きびしい,厳しい,"strict, hard"
48,スケシュール,,schedule
48,せいと,生徒,pupil
48,もの,者,person (referring to one's relatives or subordinates)
48,にゅうかん,入管,Immigration Bureau
48,さいにゅうこくビザ再入国ビザ,,re-entry visa
48,じゆうに,自由に,freely
48,～かん,～間,for 〜 (reffering to duration)
48,いいことですね。,,That's good.
48,ひさしぶり,久しぶり,after a long time
48,えいぎょう,営業,busines sales
48,かまいません。,,It's all right./It doesn't matter.
48,たのしみます,楽しみます,enjoy oneself
48,もともと,,originally
48,ーせいき,ー世紀,ーth century
48,かわりをします,代わりをします,"be a substitute, be a replacement"
48,スピード,,speed
48,きょうそうします,競走します,race
48,サーカス,,circus
48,げい,芸,"performance, trick"
48,すがた,姿,"figure, appearance"
48,こころ,心,"heart, mind"
48,とらえます,捕らえる,catch
48,～にとって,,〜
49,やすみます,休みます,"go to bed, sleep"
49,かけます［いすに～］,掛けます,sit on [a chair]
49,すごします,過ごします,"spend (time), pass (time)"
49,おっしゃいます,,say (respectful equivalent of いいます)
49,なさいます,,do (respectful equivalent of します)
49,ごらんになります,ご覧になります,"see, look at (respectful equivalent of みます)"
49,ごぞんじです,ご存じです,know (respectful equivalent of しっています)
49,あいさつ,挨拶,"greeting, adress (～をします: greet, give an"
49,りょかん,旅館,Japanese-style hotel or inn
49,かいじょう,会場,"meeting place, hall"
49,バスてい,バス停,bus stop
49,ぼうえき,貿易,trade
49,～さま,～様,(respectful equivalent of ～さん)
49,かえりに,帰りに,on the way back
49,たまに,,once in a while
49,ちっとも,,not at all (used with negatives)
49,えんりょなく,遠慮なく,"without reserve, without hesitation"
49,ーねんーくみ,ー年ー組,class ーof -th grade
49,では,,"well, then (polite equivalent of じゃ)"
49,だします［ねつを～］,出します［熱を～］,run [a fever]
49,こうし,講師,lecturer
49,おおくの～,多くの～,"many 〜, much〜"
49,さくひん,作品,"work (of art, etc.)"
49,せかいてきに,世界的に,world-wide
49,さっか,作家,"novelist, writer"
49,～でいらっしゃいます,,be (respectful equivalent of です)
49,しょうがい,障害,"handicap, defect"
49,おもちです,お持ちです,have (respectdful way of saying
49,さっきょく,作曲,composition (music)
49,それでは,,"well, so (indicating an end or beginning)"
50,おります,,be (humble equivalent of います)
50,もうします,申します,say (humble equivalent of いいます)
50,いたします,,do (humble equivalent of します)
50,はいけんします,拝見します,see (humble equivalent of みます)
50,ぞんじます,存じます,know (humble equivalent of
50,おめにかかります,お目にかかります,meet (humble equivalent of あいます)
50,ございます,,be (polite equivalent of あります)
50,～でございます,,be (polite equivalent of ～です)
50,わたくし,私,I (humble equivalent of わたし)
50,ガイド,ガイド,guide
50,おたく,お宅,(someone else's) house
50,こうがい,郊外,suburbs
50,さらいしゅう,さ来週,the week after next
50,さらいげつ,さ来月,the month after next
50,さらいねん,さ来年,the year after next
50,はんとし,半年,half a year
50,さいしょに,最初に,first of all
50,さいごに,最後に,lastly
50,ただいま,ただ今,now
50,ほうそうします,放送します,broadcast
50,しょうきん,賞金,prize money
50,きりん,麒麟,giraffe
50,ぞう,象,elephant
50,ころ,頃,"times, days"
50,かないます［ゆめが～］かないます［夢が～］[dream],,be realized
50,こころから,心から,from my heart
50,かんしゃします,感謝します,"be grateful, be thankful"
50,はいけい,拝啓,Dear 〜
50,うつくしい,美しい,beautiful
50,おげんきでいらっしゃお元気でいらっしゃ,,How are you doing? (respectful equivalent of おげ
50,いますか。,いますか。,んきですか)
50,めいわくをかけます,迷惑をかけます,"trouble, annoy, inconveniece"
50,いかします,生かす,make good use of
50,けいぐ,敬具,Sincerely yours
